scientificName,canonicalName,authorship,family
"Hippotherium ingenuum (Leidy, 1885)",Hippotherium ingenuum,"(Leidy, 1885) ",Equidae
"Hippotherium plicatile (Leidy, 1887)",Hippotherium plicatile,"(Leidy, 1887) ",Equidae
"Hippotherium sphenodus (Cope, 1889)",Hippotherium sphenodus,"(Cope, 1889) ",Equidae
"Dinohippus subvenus Quinn, 1955",Dinohippus subvenus,"Quinn, 1955",Equidae
"Hippidium interpolatum (Cope, 1893)",Hippidium interpolatum,"(Cope, 1893) ",Equidae
"Pliohippus edensis (Frick, 1921)",Pliohippus edensis,"(Frick, 1921) ",Equidae
"Pliohippus leardi (Drescher, 1941)",Pliohippus leardi,"(Drescher, 1941) ",Equidae
"Pliohippus leidyanus (Osborn, 1918)",Pliohippus leidyanus,"(Osborn, 1918) ",Equidae
"Pliohippus mexicanus (Lance, 1950)",Pliohippus mexicanus,"(Lance, 1950) ",Equidae
"Protohippus pachyops (Cope, 1893)",Protohippus pachyops,"(Cope, 1893) ",Equidae
"Epihippus intermedius (Peterson, 1932)",Epihippus intermedius,"(Peterson, 1932) ",Equidae
"Eohippus borealis Granger, 1908",Eohippus borealis,"Granger, 1908",Equidae
"Eohippus resartus Granger, 1908",Eohippus resartus,"Granger, 1908",Equidae
"Hyracotherium cristatum (Wortman, 1896)",Hyracotherium cristatum,"(Wortman, 1896) ",Equidae
"Orohippus angustidens (Cope, 1875)",Orohippus angustidens,"(Cope, 1875) ",Equidae
"Orotherium cristonense (Cope, 1877)",Orotherium cristonense,"(Cope, 1877) ",Equidae
"Anchitherium gracilis (Marsh, 1871)",Anchitherium gracilis,"(Marsh, 1871) ",Equidae
"Orohippus uintensis (Marsh, 1875)",Orohippus uintensis,"(Marsh, 1875) ",Equidae
"Equus africanus Heuglin & Fitzinger, 1866",Equus africanus,"Heuglin & Fitzinger, 1866",Equidae
"Equus alaskae (Winans, 1989)",Equus alaskae,"(Winans, 1989) ",Equidae
"Equus andium (Wagner-Branco, 1883)",Equus andium,"(Wagner-Branco, 1883) ",Equidae
"Equus asinus Linnaeus, 1758",Equus asinus,"Linnaeus, 1758",Equidae
"Equus australis Moreno, 1888",Equus australis,"Moreno, 1888",Equidae
"Equus caballus Linnaeus, 1758",Equus caballus,"Linnaeus, 1758",Equidae
"Equus calobatus (Troxell, 1915)",Equus calobatus,"(Troxell, 1915) ",Equidae
"Equus capensis (Broom, 1909)",Equus capensis,"(Broom, 1909) ",Equidae
"Equus cedralensis Alberdi et al., 2014",Equus cedralensis,"Alberdi et al., 2014",Equidae
"Equus coliemensis (Lazarev, 1980)",Equus coliemensis,"(Lazarev, 1980) ",Equidae
"Equus complicatus (Leidy, 1858)",Equus complicatus,"(Leidy, 1858) ",Equidae
"Equus conversidens (Owen, 1869)",Equus conversidens,"(Owen, 1869) ",Equidae
"Equus enormis Downs & Miller, 1994",Equus enormis,"Downs & Miller, 1994",Equidae
"Equus excelsus (Leidy, 1858)",Equus excelsus,"(Leidy, 1858) ",Equidae
"Equus ferus Boddaert, 1785",Equus ferus,"Boddaert, 1785",Equidae
"Equus fraternus (Leidy, 1858)",Equus fraternus,"(Leidy, 1858) ",Equidae
"Equus giganteus Gidley, 1901",Equus giganteus,"Gidley, 1901",Equidae
"Equus grevyi Oustalet, 1882",Equus grevyi,"Oustalet, 1882",Equidae
"Equus hartmannae Matschie, 1898",Equus hartmannae,"Matschie, 1898",Equidae
"Equus hatcheri Hay, 1915",Equus hatcheri,"Hay, 1915",Equidae
"Equus hemionus Pallas, 1775",Equus hemionus,"Pallas, 1775",Equidae
"Equus hemippus I.Geoffroy Saint-Hilaire, 1855",Equus hemippus,"I.Geoffroy Saint-Hilaire, 1855",Equidae
"Equus holmesi Hay, 1921",Equus holmesi,"Hay, 1921",Equidae
"Equus hydruntinus Regalia, 1907",Equus hydruntinus,"Regalia, 1907",Equidae
"Equus insulatus (Ameghino, 1904)",Equus insulatus,"(Ameghino, 1904) ",Equidae
"Equus intermedius Cope, 1895",Equus intermedius,"Cope, 1895",Equidae
"Equus jubatus Hay, 1927",Equus jubatus,"Hay, 1927",Equidae
"Equus khur Lesson, 1827",Equus khur,"Lesson, 1827",Equidae
"Equus kiang Moorcroft, 1841",Equus kiang,"Moorcroft, 1841",Equidae
"Equus laurentius Hay, 1913",Equus laurentius,"Hay, 1913",Equidae
"Equus leidyi Hay, 1913",Equus leidyi,"Hay, 1913",Equidae
"Equus major DeKay, 1842",Equus major,"DeKay, 1842",Equidae
"Equus mexicanus Hibbard, 1955",Equus mexicanus,"Hibbard, 1955",Equidae
"Equus nalaikhaensis Kuznetsova & Zhegallo, 1996",Equus nalaikhaensis,"Kuznetsova & Zhegallo, 1996",Equidae
"Equus nearcticus Blake, 1863",Equus nearcticus,"Blake, 1863",Equidae
"Equus nevadanus Hay, 1927",Equus nevadanus,"Hay, 1927",Equidae
"Equus niobrarensis Hay, 1913",Equus niobrarensis,"Hay, 1913",Equidae
"Equus nobisi Pichardo, 2004",Equus nobisi,"Pichardo, 2004",Equidae
Equus ovodovi,Equus ovodovi,,Equidae
"Equus pacificus Leidy, 1868",Equus pacificus,"Leidy, 1868",Equidae
"Equus parastylidens Mooser, 1959",Equus parastylidens,"Mooser, 1959",Equidae
"Equus pectinatus Cope, 1901",Equus pectinatus,"Cope, 1901",Equidae
"Equus phlegon (Hay, 1899)",Equus phlegon,"(Hay, 1899) ",Equidae
"Equus przewalskii Poliakov, 1881",Equus przewalskii,"Poliakov, 1881",Equidae
"Equus pseudaltidens Hulbert, 1995",Equus pseudaltidens,"Hulbert, 1995",Equidae
"Equus quagga Boddaert, 1785",Equus quagga,"Boddaert, 1785",Equidae
"Equus quagga Gmelin, 1788",Equus quagga,"Gmelin, 1788",Equidae
"Equus santaeelenae Spillmann, 1938",Equus santaeelenae,"Spillmann, 1938",Equidae
"Equus scotti Gidley, 1900",Equus scotti,"Gidley, 1900",Equidae
"Equus stenonis (Cocchi, 1867)",Equus stenonis,"(Cocchi, 1867) ",Equidae
"Equus stenosis Cocchi, 1867",Equus stenosis,"Cocchi, 1867",Equidae
"Equus suessenbornensis (Wüst, 1901)",Equus suessenbornensis,"(Wüst, 1901) ",Equidae
"Equus tabeti Arambourg, 1970",Equus tabeti,"Arambourg, 1970",Equidae
"Equus taubachensis Freudenberg, 1911",Equus taubachensis,"Freudenberg, 1911",Equidae
"Equus yunnanensis Colbert, 1940",Equus yunnanensis,"Colbert, 1940",Equidae
"Equus zebra Linnaeus, 1758",Equus zebra,"Linnaeus, 1758",Equidae
"Hippotigris grevyi Oustalet, 1882",Hippotigris grevyi,"Oustalet, 1882",Equidae
"Hippotigris robustus Pomel, 1853",Hippotigris robustus,"Pomel, 1853",Equidae
"Hippotigris stenonis Cocchi, 1867",Hippotigris stenonis,"Cocchi, 1867",Equidae
"Neohippus martinei (Spillmann, 1938)",Neohippus martinei,"(Spillmann, 1938) ",Equidae
"Neohippus santaeelenae (Spillmann, 1938)",Neohippus santaeelenae,"(Spillmann, 1938) ",Equidae
"Onager onager Brisson, 1762",Onager onager,"Brisson, 1762",Equidae
"Plesippus fromanius (Repenning et al., 1995)",Plesippus fromanius,"(Repenning et al., 1995) ",Equidae
"Eqvus asinus Linnaeus, 1758",Eqvus asinus,"Linnaeus, 1758",Equidae
"Eqvus caballus Linnaeus, 1758",Eqvus caballus,"Linnaeus, 1758",Equidae
"Eqvus faurei Matschie, 1898",Eqvus faurei,"Matschie, 1898",Equidae
"Eqvus grevyi Oustalet, 1882",Eqvus grevyi,"Oustalet, 1882",Equidae
"Eqvus johnstoni Sclater, 1901",Eqvus johnstoni,"Sclater, 1901",Equidae
"Eqvus onager Zimmermann, 1780",Eqvus onager,"Zimmermann, 1780",Equidae
"Eqvus quagga Boddaert, 1785",Eqvus quagga,"Boddaert, 1785",Equidae
"Eqvus spec Linnaeus, 1758",Eqvus spec,"Linnæus, 1758",Equidae
"Eqvus zebra Linnaeus, 1758",Eqvus zebra,"Linnaeus, 1758",Equidae
"Erihippus tingae Bai, Wang & Meng, 2018",Erihippus tingae,"Bai, Wang & Meng, 2018",Equidae
"Eurohippus messlense (Haupt, 1925)",Eurohippus messlense,"(Haupt, 1925) ",Equidae
"Propalaeotherium parvulum (Laurillard, 1849)",Propalaeotherium parvulum,"(Laurillard, 1849) ",Equidae
"Eurygnathohippus cornelianus van Hoepen, 1930",Eurygnathohippus cornelianus,"van Hoepen, 1930",Equidae
"Hipparion afarense (Eisenmann, 1976)",Hipparion afarense,"(Eisenmann, 1976) ",Equidae
"Hipparion albertense (Hopwood, 1926)",Hipparion albertense,"(Hopwood, 1926) ",Equidae
"Hipparion hasumense (Eisenmann, 1983)",Hipparion hasumense,"(Eisenmann, 1983) ",Equidae
"Hipparion libycum (Pomel, 1897)",Hipparion libycum,"(Pomel, 1897) ",Equidae
"Hipparion turkanense (Hooijer & Maglio, 1974)",Hipparion turkanense,"(Hooijer & Maglio, 1974) ",Equidae
"Notohipparion namaquense (Haughton, 1932)",Notohipparion namaquense,"(Haughton, 1932) ",Equidae
"Haplohippus texanus McGrew, 1953",Haplohippus texanus,"McGrew, 1953",Equidae
Haringtonhippus francisci,Haringtonhippus francisci,,Equidae
"Heteropliohippus hulberti Kelly, 1995",Heteropliohippus hulberti,"Kelly, 1995",Equidae
"Cremohipparion matthewi (Abel, 1926) Abel, 1926",Cremohipparion matthewi,"(Abel, 1926) Abel, 1926",Equidae
"Cremohipparion nikosi Bernor & Tobien, 1989",Cremohipparion nikosi,"Bernor & Tobien, 1989",Equidae
"Equus primigenius (von Meyer, 1829)",Equus primigenius,"(von Meyer, 1829) ",Equidae
"Hemihipparion dietrichi (Wehrli, 1941)",Hemihipparion dietrichi,"(Wehrli, 1941) ",Equidae
"Hipparion campbelli Bernor, 1985",Hipparion campbelli,"Bernor, 1985",Equidae
"Hipparion chiai Liu et al., 1978",Hipparion chiai,"Liu et al., 1978",Equidae
"Hipparion concudense Pirlot, 1956",Hipparion concudense,"Pirlot, 1956",Equidae
"Hipparion condoni Merriam, 1915",Hipparion condoni,"Merriam, 1915",Equidae
"Hipparion crassum Gervais, 1859",Hipparion crassum,"Gervais, 1859",Equidae
"Hipparion depereti Sondaar, 1974",Hipparion depereti,"Sondaar, 1974",Equidae
"Hipparion fissurae Crusafont & Sondaar, 1971",Hipparion fissurae,"Crusafont & Sondaar, 1971",Equidae
"Hipparion forcei Richey, 1948",Hipparion forcei,"Richey, 1948",Equidae
"Hipparion gettyi Bernor, 1985",Hipparion gettyi,"Bernor, 1985",Equidae
"Hipparion gromovae Villalta & Crusafont, 1957",Hipparion gromovae,"Villalta & Crusafont, 1957",Equidae
"Hipparion isonesus Cope, 1889",Hipparion isonesus,"Cope, 1889",Equidae
"Hipparion laromae Pesquero et al., 2006",Hipparion laromae,"Pesquero et al., 2006",Equidae
"Hipparion longipes Gromova, 1952",Hipparion longipes,"Gromova, 1952",Equidae
"Hipparion macedonicum Koufos, 1984",Hipparion macedonicum,"Koufos, 1984",Equidae
"Hipparion mediterraneum Roth & Wagner, 1855",Hipparion mediterraneum,"Roth & Wagner, 1855",Equidae
"Hipparion minus Pavlow, 1890",Hipparion minus,"Pavlow, 1890",Equidae
"Hipparion molayanense Zouhri, 1992",Hipparion molayanense,"Zouhri, 1992",Equidae
"Hipparion periafricanum Villalta & Crusafont, 1957",Hipparion periafricanum,"Villalta & Crusafont, 1957",Equidae
"Hipparion phlegrae Lazaridis & Tsoukala, 2014",Hipparion phlegrae,"Lazaridis & Tsoukala, 2014",Equidae
"Hipparion prostylum Gervais, 1849",Hipparion prostylum,"Gervais, 1849",Equidae
"Hipparion rocinantis Hernández Pacheco, 1921",Hipparion rocinantis,"Hernández Pacheco, 1921",Equidae
"Hipparion shirleyi MacFadden, 1984",Hipparion shirleyi,"MacFadden, 1984",Equidae
"Hipparion theniusi Melentis, 1969",Hipparion theniusi,"Melentis, 1969",Equidae
"Hipparion weihoense Liu et al., 1978",Hipparion weihoense,"Liu et al., 1978",Equidae
"Nannippus tehonensis (Merriam, 1916)",Nannippus tehonensis,"(Merriam, 1916) ",Equidae
"Hipphaplous entrerianus Ameghino, 1885",Hipphaplous entrerianus,"Ameghino, 1885",Equidae
"Equus principalis (Lund, 1846)",Equus principalis,"(Lund, 1846) ",Equidae
"Hipphaplus entrerianus (Ameghino, 1886)",Hipphaplus entrerianus,"(Ameghino, 1886) ",Equidae
"Hippidion angulatus Ameghino, 1889",Hippidion angulatus,"Ameghino, 1889",Equidae
"Hippidion principale Lund, 1846",Hippidion principale,"Lund, 1846",Equidae
"Hippidion saldiasi Roth, 1899",Hippidion saldiasi,"Roth, 1899",Equidae
"Hippidium bonaerense Ameghino, 1907",Hippidium bonaerense,"Ameghino, 1907",Equidae
"Hippidium chapalmalensis de Alvarez, 1961",Hippidium chapalmalensis,"de Alvarez, 1961",Equidae
"Onohippidium compressidens Ameghino, 1889",Onohippidium compressidens,"Ameghino, 1889",Equidae
"Onohippidium devillei (Gervais, 1855)",Onohippidium devillei,"(Gervais, 1855) ",Equidae
"Onohippidium saldiasi (Roth, 1899)",Onohippidium saldiasi,"(Roth, 1899) ",Equidae
"Parahipparion extensus Alvarez, 1961",Parahipparion extensus,"Alvarez, 1961",Equidae
"Hippodon speciosus Leidy, 1854",Hippodon speciosus,"Leidy, 1854",Equidae
"Hypohippidium humahuaquense Fernandez de Alvarez, 1957",Hypohippidium humahuaquense,"Fernandez de Alvarez, 1957",Equidae
"Anchitherium affinis (Leidy, 1858)",Anchitherium affinis,"(Leidy, 1858) ",Equidae
"Anchitherium equinum (Scott, 1893)",Anchitherium equinum,"(Scott, 1893) ",Equidae
"Hypohippus chico MacFadden, 1982",Hypohippus chico,"MacFadden, 1982",Equidae
"Hypohippus nevadensis (Merriam, 1913)",Hypohippus nevadensis,"(Merriam, 1913) ",Equidae
"Hypohippus osborni (Gidley, 1907)",Hypohippus osborni,"(Gidley, 1907) ",Equidae
"Hypohippus pertinax (Matthew, 1918)",Hypohippus pertinax,"(Matthew, 1918) ",Equidae
"Anchitherium australis (Leidy, 1873)",Anchitherium australis,"(Leidy, 1873) ",Equidae
"Anchitherium praestans (Cope, 1879)",Anchitherium praestans,"(Cope, 1879) ",Equidae
"Hypohippus avus (Schlaikjer, 1935)",Hypohippus avus,"(Schlaikjer, 1935) ",Equidae
"Kalobatippus agatensis (Osborn, 1918)",Kalobatippus agatensis,"(Osborn, 1918) ",Equidae
"Hypohippus matthewi (Barbour, 1914)",Hypohippus matthewi,"(Barbour, 1914) ",Equidae
"Megahippus mckennai Tedford & Alf, 1962",Megahippus mckennai,"Tedford & Alf, 1962",Equidae
"Hipparion coloradense (Osborn, 1918)",Hipparion coloradense,"(Osborn, 1918) ",Equidae
"Hippotherium calamarium (Cope, 1875)",Hippotherium calamarium,"(Cope, 1875) ",Equidae
"Hippotherium relictum (Cope, 1889)",Hippotherium relictum,"(Cope, 1889) ",Equidae
"Merychippus brevidontus (Bode, 1935)",Merychippus brevidontus,"(Bode, 1935) ",Equidae
"Merychippus californicus (Merriam, 1915)",Merychippus californicus,"(Merriam, 1915) ",Equidae
"Merychippus eohipparion (Osborn, 1918)",Merychippus eohipparion,"(Osborn, 1918) ",Equidae
"Merychippus eoplacidus Osborn, 1918",Merychippus eoplacidus,"Osborn, 1918",Equidae
"Merychippus gunteri (Simpson, 1930)",Merychippus gunteri,"(Simpson, 1930) ",Equidae
"Merychippus insignis (Leidy, 1856)",Merychippus insignis,"(Leidy, 1856) ",Equidae
Merychippus isonesus,Merychippus isonesus,,Equidae
"Merychippus missouriensis (Douglass, 1908)",Merychippus missouriensis,"(Douglass, 1908) ",Equidae
"Merychippus patruus (Osborn, 1918)",Merychippus patruus,"(Osborn, 1918) ",Equidae
"Merychippus proparvulus Osborn, 1918",Merychippus proparvulus,"Osborn, 1918",Equidae
"Merychippus republicanus (Osborn, 1918)",Merychippus republicanus,"(Osborn, 1918) ",Equidae
"Merychippus secundus (Osborn, 1918)",Merychippus secundus,"(Osborn, 1918) ",Equidae
Merychippus shirleyae,Merychippus shirleyae,,Equidae
"Merychippus stevensi Dougherty, 1940",Merychippus stevensi,"Dougherty, 1940",Equidae
"Merychippus westoni (Simpson, 1930)",Merychippus westoni,"(Simpson, 1930) ",Equidae
"Protohippus labrosus (Cope, 1874)",Protohippus labrosus,"(Cope, 1874) ",Equidae
"Protohippus sejunctus (Cope, 1874)",Protohippus sejunctus,"(Cope, 1874) ",Equidae
"Stylonus quintus (Osborn, 1918)",Stylonus quintus,"(Osborn, 1918) ",Equidae
"Stylonus seversus (Cope, 1878)",Stylonus seversus,"(Cope, 1878) ",Equidae
"Anchitherium celer (Marsh, 1874)",Anchitherium celer,"(Marsh, 1874) ",Equidae
"Anchitherium exoletum (Cope, 1874)",Anchitherium exoletum,"(Cope, 1874) ",Equidae
"Anchitherium westoni (Cope, 1889)",Anchitherium westoni,"(Cope, 1889) ",Equidae
"Mesohippus barbouri Schlaikjer, 1931",Mesohippus barbouri,"Schlaikjer, 1931",Equidae
"Mesohippus latidens Douglass, 1903",Mesohippus latidens,"Douglass, 1903",Equidae
"Mesohippus propinquus Lambe, 1905",Mesohippus propinquus,"Lambe, 1905",Equidae
"Mesohippus texanus McGrew, 1971",Mesohippus texanus,"McGrew, 1971",Equidae
"Palaeotherium bairdii (Leidy, 1850)",Palaeotherium bairdii,"(Leidy, 1850) ",Equidae
"Minippus jicarillai Froehlich, 2002",Minippus jicarillai,"Froehlich, 2002",Equidae
"Orotherium index (Cope, 1873)",Orotherium index,"(Cope, 1873) ",Equidae
"Altippus taxus (Douglass, 1908)",Altippus taxus,"(Douglass, 1908) ",Equidae
"Anchitherium anceps (Marsh, 1874)",Anchitherium anceps,"(Marsh, 1874) ",Equidae
"Anchitherium condoni (Leidy, 1870)",Anchitherium condoni,"(Leidy, 1870) ",Equidae
"Anchitherium equiceps (Cope, 1878)",Anchitherium equiceps,"(Cope, 1878) ",Equidae
"Anchitherium longicristis (Cope, 1878)",Anchitherium longicristis,"(Cope, 1878) ",Equidae
"Mesohippus assiniboiensis (Lambe, 1905)",Mesohippus assiniboiensis,"(Lambe, 1905) ",Equidae
"Mesohippus gidleyi (Osborn, 1904)",Mesohippus gidleyi,"(Osborn, 1904) ",Equidae
"Mesohippus grandis (Clark & Beerbower, 1967)",Mesohippus grandis,"(Clark & Beerbower, 1967) ",Equidae
"Mesohippus intermedius (Osborn & Wortman, 1895)",Mesohippus intermedius,"(Osborn & Wortman, 1895) ",Equidae
"Mesohippus obliquidens (Osborn, 1904)",Mesohippus obliquidens,"(Osborn, 1904) ",Equidae
"Miohippus annectens (Marsh, 1874)",Miohippus annectens,"(Marsh, 1874) ",Equidae
"Miohippus equinanus (Osborn, 1918)",Miohippus equinanus,"(Osborn, 1918) ",Equidae
"Miohippus gemmarosae Osborn, 1918",Miohippus gemmarosae,"Osborn, 1918",Equidae
"Miohippus primus Osborn, 1918",Miohippus primus,"Osborn, 1918",Equidae
"Miohippus quartus Osborn, 1918",Miohippus quartus,"Osborn, 1918",Equidae
"Nannippus aztecus Mooser, 1968",Nannippus aztecus,"Mooser, 1968",Equidae
"Nannippus beckensis Dalquest & Donovan, 1973",Nannippus beckensis,"Dalquest & Donovan, 1973",Equidae
"Nannippus morgani Hulbert, 1993",Nannippus morgani,"Hulbert, 1993",Equidae
"Equus eurystylus (Cope, 1893)",Equus eurystylus,"(Cope, 1893) ",Equidae
"Hipparion affine (Leidy, 1869)",Hipparion affine,"(Leidy, 1869) ",Equidae
"Hipparion trampasense (Edwards, 1982)",Hipparion trampasense,"(Edwards, 1982) ",Equidae
"Neohipparion gidleyi (Merriam, 1915)",Neohipparion gidleyi,"(Merriam, 1915) ",Equidae
"Neohipparion leptode (Merriam, 1915)",Neohipparion leptode,"(Merriam, 1915) ",Equidae
"Lophiodon pumilus (Marsh, 1871)",Lophiodon pumilus,"(Marsh, 1871) ",Equidae
"Lophiotherium sylvaticum (Leidy, 1870)",Lophiotherium sylvaticum,"(Leidy, 1870) ",Equidae
"Orohippus agilis (Marsh, 1873)",Orohippus agilis,"(Marsh, 1873) ",Equidae
"Orohippus major (Marsh, 1874)",Orohippus major,"(Marsh, 1874) ",Equidae
"Orohippus progressus Granger, 1908",Orohippus progressus,"Granger, 1908",Equidae
"Orohippus proteros Korth & Evander, 1982",Orohippus proteros,"Korth & Evander, 1982",Equidae
"Anchippus riparius Leidy, 1868",Anchippus riparius,"Leidy, 1868",Equidae
"Anchippus texanus (Leidy, 1868)",Anchippus texanus,"(Leidy, 1868) ",Equidae
"Anchitherium agreste (Leidy, 1873)",Anchitherium agreste,"(Leidy, 1873) ",Equidae
"Anchitherium cognatus (Leidy, 1858)",Anchitherium cognatus,"(Leidy, 1858) ",Equidae
"Desmatippus crenidens (Scott, 1893)",Desmatippus crenidens,"(Scott, 1893) ",Equidae
"Parahippus atavus (Osborn, 1918)",Parahippus atavus,"(Osborn, 1918) ",Equidae
"Parahippus coloradensis Gidley, 1907",Parahippus coloradensis,"Gidley, 1907",Equidae
"Parahippus integer (Matthew, 1924)",Parahippus integer,"(Matthew, 1924) ",Equidae
"Parahippus leonensis (Sellards, 1916)",Parahippus leonensis,"(Sellards, 1916) ",Equidae
"Parahippus maxsoni Jahns, 1940",Parahippus maxsoni,"Jahns, 1940",Equidae
"Parahippus nebrascensis (Peterson, 1907)",Parahippus nebrascensis,"(Peterson, 1907) ",Equidae
"Parahippus pawniensis Gidley, 1907",Parahippus pawniensis,"Gidley, 1907",Equidae
"Parahippus pristinus (Osborn, 1918)",Parahippus pristinus,"(Osborn, 1918) ",Equidae
"Parahippus tyleri (Loomis, 1908)",Parahippus tyleri,"(Loomis, 1908) ",Equidae
"Parahippus wyomingensis Schlaikjer, 1935",Parahippus wyomingensis,"Schlaikjer, 1935",Equidae
"Protohippus avus (Marsh, 1874)",Protohippus avus,"(Marsh, 1874) ",Equidae
"Merychippus carrizoensis (Dougherty, 1940)",Merychippus carrizoensis,"(Dougherty, 1940) ",Equidae
"Plesiohipparion shanxiense Bernor, Sun & Chen, 2015",Plesiohipparion shanxiense,"Bernor, Sun & Chen, 2015",Equidae
"Equus crenidens (Cope, 1884)",Equus crenidens,"(Cope, 1884) ",Equidae
"Equus idahoensis (Merriam, 1918)",Equus idahoensis,"(Merriam, 1918) ",Equidae
"Equus simplicidens (Cope, 1892)",Equus simplicidens,"(Cope, 1892) ",Equidae
"Pliohippus francescana (Frick, 1921)",Pliohippus francescana,"(Frick, 1921) ",Equidae
"Hippidium spectans (Cope, 1880)",Hippidium spectans,"(Cope, 1880) ",Equidae
"Merychippus mirabilis (Leidy, 1858)",Merychippus mirabilis,"(Leidy, 1858) ",Equidae
"Pliohippus bakeri Azzaroli, 1988",Pliohippus bakeri,"Azzaroli, 1988",Equidae
"Pliohippus minimus Macdonald, 1992",Pliohippus minimus,"Macdonald, 1992",Equidae
"Pliohippus nobilis (Osborn, 1918)",Pliohippus nobilis,"(Osborn, 1918) ",Equidae
"Pliohippus osborni Frick, 1921",Pliohippus osborni,"Frick, 1921",Equidae
"Pliohippus pernix (Marsh, 1874)",Pliohippus pernix,"(Marsh, 1874) ",Equidae
"Pliohippus potosinus Ferrusquía-Villafranca et al., 2014",Pliohippus potosinus,"Ferrusquía-Villafranca et al., 2014",Equidae
"Pliohippus proversus (Merriam, 1916)",Pliohippus proversus,"(Merriam, 1916) ",Equidae
"Pliohippus tantalus (Merriam, 1913)",Pliohippus tantalus,"(Merriam, 1913) ",Equidae
"Protohippus coalingensis (Merriam, 1914)",Protohippus coalingensis,"(Merriam, 1914) ",Equidae
"Protohippus fossulatus (Cope, 1893)",Protohippus fossulatus,"(Cope, 1893) ",Equidae
"Protohippus tehonensis (Merriam, 1915)",Protohippus tehonensis,"(Merriam, 1915) ",Equidae
"Pliolophus barnesi Hooker, 2010",Pliolophus barnesi,"Hooker, 2010",Equidae
"Pliolophus quesnoyensis Bronnert, Gheerbrant, Godinot & Metais, 2018",Pliolophus quesnoyensis,"Bronnert, Gheerbrant, Godinot & Metais, 2018",Equidae
"Pliolophus vulpiceps Owen, 1858",Pliolophus vulpiceps,"Owen, 1858",Equidae
"Lophiotherium voigti (Matthes, 1977)",Lophiotherium voigti,"(Matthes, 1977) ",Equidae
"Propalaeotherium argentonicum Gervais, 1853",Propalaeotherium argentonicum,"Gervais, 1853",Equidae
"Propalaeotherium gaudryi (Lemoine, 1878)",Propalaeotherium gaudryi,"(Lemoine, 1878) ",Equidae
"Propalaeotherium hassiacum Haupt, 1925",Propalaeotherium hassiacum,"Haupt, 1925",Equidae
